"code","year","age","asfr","total","cpfr","exposure"
"USA",1941,53,1e-05,6.84,2.226,693305.17
"USA",1941,54,0,1.83,2.226,667147.01
"USA",1941,55,0,0,2.226,640750.14
"USA",1942,12,0,1.57,0,1123842.97
"USA",1942,13,0.00017,191.29,0,1152974.47
"USA",1942,14,0.00286,3378.74,0,1181133.09
"USA",1942,15,0.01008,12075.66,0.003,1198366.49
"USA",1942,16,0.02657,31999.35,0.013,1204226.47
"USA",1942,17,0.05191,62858.96,0.04,1211014.08
"USA",1942,18,0.08104,98808.85,0.092,1219286.26
"USA",1942,19,0.11125,136107.78,0.173,1223440.09
"USA",1942,20,0.13957,169286.02,0.284,1212876.28
"USA",1942,21,0.154,185522.41,0.423,1204713.99
"USA",1942,22,0.15936,190344.51,0.577,1194456.63
"USA",1942,23,0.16115,190645.31,0.737,1183066.28
"USA",1942,24,0.16492,193318.44,0.898,1172192.78
"USA",1942,25,0.15993,187723.57,1.063,1173765.81
"USA",1942,26,0.14418,168431.01,1.223,1168161.6
"USA",1942,27,0.13147,152478.22,1.367,1159837.4
"USA",1942,28,0.1229,141175.95,1.498,1148741.39
"USA",1942,29,0.11817,134118.48,1.621,1134923.67
"USA",1942,30,0.10811,119922.76,1.74,1109258.81
"USA",1942,31,0.09424,102468.87,1.848,1087284.16
"USA",1942,32,0.08394,89488.43,1.942,1066111.34
"USA",1942,33,0.07609,79633.35,2.026,1046518.85
"USA",1942,34,0.06955,71592.15,2.102,1029381.24
"USA",1942,35,0.06077,62170.86,2.171,1023028.23
"USA",1942,36,0.05115,51799.42,2.232,1012694.96
"USA",1942,37,0.04319,43167.46,2.283,999385.18
"USA",1942,38,0.03616,35575.43,2.327,983753.84
"USA",1942,39,0.02963,28632.61,2.363,966423.2
"USA",1942,40,0.0238,22439.09,2.392,942800.21
"USA",1942,41,0.01796,16598.22,2.416,923932.13
"USA",1942,42,0.01223,11082.94,2.434,906448.6
"USA",1942,43,0.0077,6844.68,2.446,889286.52
"USA",1942,44,0.00458,3997.59,2.454,873415.92
"USA",1942,45,0.00275,2376.19,2.459,863518.3
"USA",1942,46,0.0016,1361.28,2.461,850745.71
"USA",1942,47,0.00084,704.28,2.463,837693.7
"USA",1942,48,0.00042,342.95,2.464,824358.53
"USA",1942,49,2e-04,162.06,2.464,808904.75
"USA",1942,50,0.00012,90.25,2.464,781999.06
"USA",1942,51,6e-05,47.53,2.465,754452.26
"USA",1942,52,3e-05,21,2.465,729536.12
"USA",1942,53,1e-05,8.29,2.465,705817.47
"USA",1942,54,0,2.2,2.465,681098.03
"USA",1942,55,0,0,2.465,655259.28
"USA",1943,12,0,1.62,0,1102702.31
"USA",1943,13,0.00018,200.81,0,1135844.91
"USA",1943,14,0.00304,3540.44,0,1165502.87
"USA",1943,15,0.01058,12556.25,0.003,1187171.88
"USA",1943,16,0.02756,32955.57,0.014,1195826.46
"USA",1943,17,0.05325,63904.75,0.041,1199991.59
"USA",1943,18,0.08232,99139.89,0.095,1204258.92
"USA",1943,19,0.11201,135532.84,0.177,1209989.45
"USA",1943,20,0.13937,167950.13,0.289,1205048.16
"USA",1943,21,0.15315,184468.79,0.428,1204506.46
"USA",1943,22,0.1585,190033.24,0.581,1198941.24
"USA",1943,23,0.16113,191946.32,0.74,1191264.49
"USA",1943,24,0.16669,197076.49,0.901,1182260.73
"USA",1943,25,0.16357,193713.11,1.068,1184250.07
"USA",1943,26,0.14886,175126.01,1.231,1176453.06
"USA",1943,27,0.13712,160235.63,1.38,1168603.56
"USA",1943,28,0.12956,150112.25,1.517,1158651.42
"USA",1943,29,0.12592,144352.79,1.647,1146371.53
"USA",1943,30,0.11634,130426.82,1.773,1121061.82
"USA",1943,31,0.10231,112631.41,1.889,1100932.44
"USA",1943,32,0.09182,99205.09,1.991,1080394.66
"USA",1943,33,0.08377,88816.09,2.083,1060287.91
"USA",1943,34,0.07691,80134.85,2.167,1041933.86
"USA",1943,35,0.06747,69873.13,2.244,1035621.65
"USA",1943,36,0.05694,58423.47,2.311,1026043.59
"USA",1943,37,0.04806,48766.87,2.368,1014630.79
"USA",1943,38,0.0401,40104.79,2.416,1000208.76
"USA",1943,39,0.03263,32092.43,2.457,983407.28
"USA",1943,40,0.02625,25155.3,2.489,958225.69
"USA",1943,41,0.01964,18417.88,2.515,937899.13
"USA",1943,42,0.01295,11916.48,2.535,920350.11
"USA",1943,43,0.00782,7066.79,2.548,904025.88
"USA",1943,44,0.00445,3953.8,2.556,887644.5
"USA",1943,45,0.00269,2358.2,2.56,877630.47
"USA",1943,46,0.00156,1352.47,2.563,864637.74
"USA",1943,47,0.00079,669.37,2.565,850660.03
"USA",1943,48,0.00037,306.77,2.565,836626.92
"USA",1943,49,0.00016,132.74,2.566,822366.12
"USA",1943,50,7e-05,59.45,2.566,797379.05
"USA",1943,51,4e-05,34.38,2.566,769503.78
"USA",1943,52,3e-05,23.28,2.566,742239.31
"USA",1943,53,3e-05,18.82,2.566,717309.99
"USA",1943,54,2e-05,17.3,2.566,693328.51
"USA",1943,55,8e-05,55.08,2.566,668474.05
"USA",1944,12,0,1.53,0,1074108.68
"USA",1944,13,0.00017,192.76,0,1111643.58
"USA",1944,14,0.00295,3375.56,0,1145531
"USA",1944,15,0.00992,11593.49,0.003,1169118.83
"USA",1944,16,0.02502,29570.23,0.013,1181643.63
"USA",1944,17,0.04714,56072.98,0.038,1189383.04
"USA",1944,18,0.07208,85909.46,0.085,1191934.5
"USA",1944,19,0.09918,118393.31,0.157,1193745.27
"USA",1944,20,0.12642,150470.16,0.256,1190262.99
"USA",1944,21,0.14183,170085.02,0.383,1199241.56
"USA",1944,22,0.14907,179086.44,0.525,1201393.7
"USA",1944,23,0.15218,182395.86,0.674,1198533.39
"USA",1944,24,0.15591,186087.33,0.826,1193570.98
"USA",1944,25,0.15111,180939.59,0.982,1197436.32
"USA",1944,26,0.13682,162276.8,1.133,1186024.57
"USA",1944,27,0.12623,148388.48,1.27,1175537.92
"USA",1944,28,0.12055,140517.54,1.396,1165606.36
"USA",1944,29,0.11951,137938.25,1.517,1154221.86
"USA",1944,30,0.11263,127207.07,1.636,1129444.6
"USA",1944,31,0.10042,111708.32,1.749,1112418.64
"USA",1944,32,0.09137,100000.34,1.849,1094482.76
"USA",1944,33,0.08443,90799.54,1.94,1075406.1
"USA",1944,34,0.07843,82849.73,2.025,1056358.07
"USA",1944,35,0.06961,73043.12,2.103,1049312.58
"USA",1944,36,0.05938,61715.24,2.173,1039384.79
"USA",1944,37,0.05043,51888.39,2.232,1028846.56
"USA",1944,38,0.04216,42854.41,2.283,1016407.03
"USA",1944,39,0.03427,34299.04,2.325,1000915.55
"USA",1944,40,0.02748,26799.36,2.359,975058.27
"USA",1944,41,0.02048,19507.8,2.387,952694.13
"USA",1944,42,0.01338,12492.48,2.407,933465.15
"USA",1944,43,0.00798,7322.11,2.421,917140.67
"USA",1944,44,0.00449,4046.54,2.429,901898.41
"USA",1944,45,0.00268,2387.82,2.433,892025.26
"USA",1944,46,0.00153,1344.5,2.436,878428.08
"USA",1944,47,0.00075,646.42,2.437,864079.63
"USA",1944,48,0.00034,286.46,2.438,848918.15
"USA",1944,49,0.00014,119.29,2.438,833933.36
"USA",1944,50,6e-05,51.74,2.438,810537.94
"USA",1944,51,4e-05,29.8,2.439,784296.12
"USA",1944,52,3e-05,20.23,2.439,756778.29
"USA",1944,53,2e-05,16.63,2.439,729787.35
"USA",1944,54,2e-05,15.77,2.439,704831.78
"USA",1944,55,8e-05,53.07,2.439,681343.07
"USA",1945,12,0,1.52,0,1053036.15
"USA",1945,13,0.00018,193.2,0,1079552.6
"USA",1945,14,0.00303,3386.52,0,1117982.56
"USA",1945,15,0.00983,11271.7,0.003,1146566.56
"USA",1945,16,0.02437,28281.68,0.013,1160466.4
"USA",1945,17,0.04518,52954.9,0.037,1172171.21
"USA",1945,18,0.06803,80205,0.083,1178889.17
"USA",1945,19,0.09232,108931.36,0.151,1179878.05
"USA",1945,20,0.11642,136881.98,0.243,1175728.12
"USA",1945,21,0.12954,154242.33,0.359,1190693.29
"USA",1945,22,0.13592,163398.16,0.489,1202167.97
"USA",1945,23,0.1397,168631.98,0.625,1207136.65
"USA",1945,24,0.14542,175531.08,0.765,1207042.8
"USA",1945,25,0.14354,174143.7,0.91,1213175.17
"USA",1945,26,0.13183,158193.16,1.053,1199956.6
"USA",1945,27,0.12332,146215.16,1.185,1185697.6
"USA",1945,28,0.11926,139836.73,1.309,1172506.24
"USA",1945,29,0.11953,138717.15,1.428,1160517.93
"USA",1945,30,0.11402,129583.02,1.547,1136531.31
"USA",1945,31,0.10283,115457.97,1.661,1122770.62
"USA",1945,32,0.09439,104610.42,1.764,1108306.4
"USA",1945,33,0.08776,95871.38,1.859,1092487.83
"USA",1945,34,0.08182,87942.88,1.946,1074774.84
"USA",1945,35,0.07307,77944.79,2.028,1066722.58
"USA",1945,36,0.06267,66099.51,2.101,1054751.62
"USA",1945,37,0.05313,55456.35,2.164,1043841.94
"USA",1945,38,0.04412,45548.7,2.217,1032299.58
"USA",1945,39,0.03557,36238.46,2.261,1018766.35
"USA",1945,40,0.02815,27966.03,2.297,993616.11
"USA",1945,41,0.02094,20303.16,2.325,969366.48
"USA",1945,42,0.01392,13187.79,2.346,947738.15
"USA",1945,43,0.00852,7919.71,2.36,929439.55
"USA",1945,44,0.00494,4513.21,2.368,914211.05
"USA",1945,45,0.00303,2744.64,2.373,904862.68
"USA",1945,46,0.00177,1573.97,2.376,891376.33
"USA",1945,47,0.00087,764.97,2.378,876499.49
"USA",1945,48,4e-04,341.14,2.379,860825.74
"USA",1945,49,0.00017,142.08,2.379,844531.13
"USA",1945,50,7e-05,61.23,2.38,821681.46
"USA",1945,51,4e-05,35.12,2.38,797314.17
"USA",1945,52,3e-05,24.18,2.38,771415.16
"USA",1945,53,3e-05,20.59,2.38,744222.76
"USA",1945,54,3e-05,20.25,2.38,717468.84
"USA",1945,55,1e-04,67.16,2.38,694271.85
"USA",1946,12,0,2.48,0,1028381.28
"USA",1946,13,0.00021,220.19,0,1057560.42
"USA",1946,14,0.003,3248.73,0,1084211.66
"USA",1946,15,0.00826,9241.99,0.003,1118350.37
"USA",1946,16,0.02295,26084.54,0.011,1136809.68
"USA",1946,17,0.04523,52008.64,0.034,1149858.96
"USA",1946,18,0.08273,95997.59,0.08,1160318.83
"USA",1946,19,0.11996,139922.37,0.162,1166363.1
"USA",1946,20,0.15051,175640.96,0.282,1166951.2
"USA",1946,21,0.17292,204673.46,0.433,1183627.38
"USA",1946,22,0.18181,218258.2,0.606,1200444.32
"USA",1946,23,0.18849,228917.02,0.788,1214492.53
"USA",1946,24,0.18544,226649.89,0.976,1222253.45
"USA",1946,25,0.17849,219722.16,1.162,1231035.1
"USA",1946,26,0.16992,206854.36,1.34,1217354.92
"USA",1946,27,0.14886,178841.61,1.51,1201386.87
"USA",1946,28,0.14896,176387.97,1.659,1184161.48
"USA",1946,29,0.13457,157199.09,1.808,1168187.61
"USA",1946,30,0.12912,147693.38,1.942,1143827.78
"USA",1946,31,0.11217,127175.9,2.071,1133743.54
"USA",1946,32,0.1067,119779.9,2.184,1122625.78
"USA",1946,33,0.09382,104197.76,2.29,1110620.98
"USA",1946,34,0.08376,91872.44,2.384,1096809.71
"USA",1946,35,0.07475,81461.28,2.468,1089725.41
"USA",1946,36,0.06586,70733.27,2.543,1073989.43
"USA",1946,37,0.05292,56126.78,2.608,1060509.75
"USA",1946,38,0.04834,50681.05,2.661,1048535.65
"USA",1946,39,0.03689,38212.34,2.71,1035890.1
"USA",1946,40,0.02792,28271.45,2.747,1012619.38
"USA",1946,41,0.01868,18435.85,2.775,987170.4
"USA",1946,42,0.01507,14520.27,2.793,963477.77
"USA",1946,43,0.00955,8998.33,2.808,942420.21
"USA",1946,44,0.00542,5016.57,2.818,924906.85
"USA",1946,45,0.00315,2876.78,2.823,914207.12
"USA",1946,46,0.00172,1547.18,2.826,901699.47
"USA",1946,47,6e-04,530.44,2.828,887207.38
"USA",1946,48,0.00035,305.83,2.829,871089.18
"USA",1946,49,2e-04,168.45,2.829,854163.54
"USA",1946,50,6e-05,51.14,2.829,831478.72
"USA",1946,51,2e-05,19.05,2.829,808349.23
"USA",1946,52,3e-05,24.06,2.829,784475.11
"USA",1946,53,3e-05,23.06,2.829,758874.46
"USA",1946,54,2e-05,14.04,2.829,731961.98
"USA",1946,55,9e-05,64.17,2.829,707876.47
"USA",1947,12,0,3,0,1053778.63
"USA",1947,13,0.00026,267.28,0,1032593.11
"USA",1947,14,0.00396,4193.79,0,1060203.35
"USA",1947,15,0.0115,12461.12,0.004,1083657.67
"USA",1947,16,0.03111,34550.97,0.016,1110444.67
"USA",1947,17,0.06562,74089.21,0.047,1129042.54
"USA",1947,18,0.10991,125372.94,0.112,1140723.08
"USA",1947,19,0.15668,180333.97,0.222,1150964.4
"USA",1947,20,0.18776,217672.24,0.379,1159285.4
"USA",1947,21,0.20254,238639.56,0.567,1178246.64
"USA",1947,22,0.21111,252506.86,0.769,1196075.65
"USA",1947,23,0.21482,260956.93,0.98,1214752.84
"USA",1947,24,0.20257,249439.94,1.195,1231374.65
"USA",1947,25,0.19465,242564.42,1.398,1246160.41
"USA",1947,26,0.18807,232227.09,1.592,1234773.36
"USA",1947,27,0.17192,209512.83,1.781,1218646.76
"USA",1947,28,0.15515,186174.16,1.952,1199955.47
"USA",1947,29,0.146,172257.75,2.108,1179839.12
"USA",1947,30,0.13497,155625.21,2.254,1153035.97
"USA",1947,31,0.11539,132076.07,2.389,1144590.89
"USA",1947,32,0.1099,124995.09,2.504,1137330.09
"USA",1947,33,0.09651,108943.86,2.614,1128870.45
"USA",1947,34,0.08585,96090.86,2.71,1119302.93
"USA",1947,35,0.07419,82746.74,2.796,1115371.81
"USA",1947,36,0.06565,72116.76,2.87,1098572.23
"USA",1947,37,0.05609,60600.76,2.936,1080491.17
"USA",1947,38,0.04734,50438.83,2.992,1065448.75
"USA",1947,39,0.0379,39888.02,3.04,1052379.53
"USA",1947,40,0.02848,29360.26,3.077,1030944.82
"USA",1947,41,0.01882,18913.69,3.106,1004874.74
"USA",1947,42,0.01536,15056.98,3.125,980037.83
"USA",1947,43,0.00956,9143.64,3.14,956803.42
"USA",1947,44,0.00552,5170.67,3.15,936221.29
"USA",1947,45,0.00301,2776.27,3.155,921607.21
"USA",1947,46,0.00158,1436.24,3.158,908117.28
"USA",1947,47,0.00084,747.68,3.16,894979.78
"USA",1947,48,3e-04,259.59,3.161,879521.84
"USA",1947,49,0.00015,130.3,3.161,862238.63
"USA",1947,50,5e-05,43.1,3.161,840710.36
"USA",1947,51,3e-05,23.05,3.161,818707.66
"USA",1947,52,3e-05,25.06,3.161,796203.52
"USA",1947,53,2e-05,14.03,3.161,772742.26
"USA",1947,54,4e-05,30.31,3.161,747367.88
"USA",1947,55,9e-05,62.9,3.161,723090.21
"USA",1948,12,0,3.13,0,1054696.64
"USA",1948,13,0.00028,299.02,0,1056592.01
"USA",1948,14,0.00445,4592.35,0,1032832.09
"USA",1948,15,0.01278,13513.01,0.005,1057637.74
"USA",1948,16,0.0349,37612.74,0.018,1077877.25
"USA",1948,17,0.06987,77309.97,0.052,1106431.98
"USA",1948,18,0.11551,129918.9,0.122,1124752.95
"USA",1948,19,0.15356,174507.62,0.238,1136396.51
"USA",1948,20,0.18316,210344.56,0.391,1148417.11
"USA",1948,21,0.19529,228810.21,0.575,1171661.42
"USA",1948,22,0.19791,235784.17,0.77,1191341.65
"USA",1948,23,0.20368,246521.23,0.968,1210351.67
"USA",1948,24,0.19571,240912.19,1.171,1230945.43
"USA",1948,25,0.1796,224965.95,1.367,1252596.03
"USA",1948,26,0.17242,215523.68,1.547,1250025.04
"USA",1948,27,0.16214,200522.47,1.719,1236728.73
"USA",1948,28,0.15256,185841.97,1.881,1218181.29
"USA",1948,29,0.13048,156160.24,2.034,1196839.68
"USA",1948,30,0.12759,149111.11,2.164,1168680.92
"USA",1948,31,0.10681,123459.04,2.292,1155926.22
"USA",1948,32,0.10053,115624.22,2.399,1150104.22
"USA",1948,33,0.08875,101682.29,2.499,1145670.41
"USA",1948,34,0.08059,91853.19,2.588,1139829.16
"USA",1948,35,0.06924,78815.2,2.669,1138265.93
"USA",1948,36,0.05941,66876.57,2.738,1125647.23
"USA",1948,37,0.0514,56860.07,2.797,1106233.68
"USA",1948,38,0.0464,50381.16,2.849,1085724.51
"USA",1948,39,0.03471,37110.67,2.895,1069071.88
"USA",1948,40,0.02711,28443.06,2.93,1049138.95
"USA",1948,41,0.01802,18417.53,2.957,1022073.78
"USA",1948,42,0.01453,14480.08,2.975,996742.44
"USA",1948,43,0.00898,8727.74,2.989,972397.03
"USA",1948,44,0.00511,4856.42,2.998,949523.49
"USA",1948,45,0.00291,2703.8,3.003,930541.17
"USA",1948,46,0.00137,1253.69,3.006,913212.84
"USA",1948,47,0.00067,606.3,3.008,899274.73
"USA",1948,48,0.00042,375.81,3.008,885517.21
"USA",1948,49,0.00014,124.27,3.009,869138.56
"USA",1948,50,4e-05,38.08,3.009,849078.36
"USA",1948,51,3e-05,22.04,3.009,829940.56
"USA",1948,52,2e-05,19.04,3.009,808398.5
"USA",1948,53,2e-05,14.03,3.009,786392.15
"USA",1948,54,3e-05,23.39,3.009,763225.7
"USA",1948,55,6e-05,45.76,3.009,739750.84
"USA",1949,12,0,3.12,0,1065850.67
"USA",1949,13,0.00028,295.4,0,1056216.02
"USA",1949,14,0.00447,4727.85,0,1057061.87
"USA",1949,15,0.01337,13765.38,0.005,1029682
"USA",1949,16,0.0365,38326.02,0.018,1049994.08
"USA",1949,17,0.07179,77079.92,0.055,1073730.25
"USA",1949,18,0.11546,127426.73,0.126,1103612.06
"USA",1949,19,0.15811,177324.6,0.242,1121546.5
"USA",1949,20,0.18023,204749.15,0.4,1136014.41
"USA",1949,21,0.19633,227988.06,0.58,1161252.12
"USA",1949,22,0.20066,237433.54,0.777,1183271.69
"USA",1949,23,0.20196,243617.29,0.977,1206276.06
"USA",1949,24,0.19873,243421.89,1.179,1224880.96
"USA",1949,25,0.18604,232026.39,1.378,1247159.83
"USA",1949,26,0.17059,214878.03,1.564,1259636.2
"USA",1949,27,0.16075,201906.29,1.735,1256021.4
"USA",1949,28,0.15508,191590.02,1.895,1235424.44
"USA",1949,29,0.13853,168917.28,2.05,1219345.04
"USA",1949,30,0.12339,147258.61,2.189,1193479.23
"USA",1949,31,0.10906,127717.33,2.312,1171041.88
"USA",1949,32,0.09951,115335.79,2.421,1159051.71
"USA",1949,33,0.08711,100928.09,2.521,1158668.56
"USA",1949,34,0.07897,91311.27,2.608,1156296.73
"USA",1949,35,0.06924,79938.81,2.687,1154459.3
"USA",1949,36,0.05868,67427.02,2.756,1149106.01
"USA",1949,37,0.0493,55904.27,2.815,1133891.14
"USA",1949,38,0.04479,49807.69,2.864,1112076.27
"USA",1949,39,0.03562,38757.91,2.909,1088127.76
"USA",1949,40,0.02637,28108.95,2.945,1066068.32
"USA",1949,41,0.01774,18437.01,2.971,1039415.62
"USA",1949,42,0.01402,14211.3,2.989,1013654.34
"USA",1949,43,0.00883,8734.01,3.003,988661.11
"USA",1949,44,0.00514,4962.23,3.012,964688.81
"USA",1949,45,0.00286,2696.56,3.017,943355.95
"USA",1949,46,0.00138,1268.62,3.02,920332.71
"USA",1949,47,0.00066,592.22,3.021,903406.22
"USA",1949,48,0.00035,314.65,3.022,889498.49
"USA",1949,49,0.00022,189.39,3.022,872607.72
"USA",1949,50,9e-05,79.46,3.022,856710.31
"USA",1949,51,5e-05,40.91,3.022,841447.15
"USA",1949,52,2e-05,19.27,3.022,821587.63
"USA",1949,53,1e-05,8.32,3.022,799371.58
"USA",1949,54,0,2.35,3.022,778143.15
"USA",1949,55,0,0,3.022,755964.2
"USA",1950,12,0,3.21,0,1101863.45
"USA",1950,13,0.00028,294.73,0,1067351.83
"USA",1950,14,0.00447,4730.93,0,1058634.35
"USA",1950,15,0.01352,14214.24,0.005,1051532.09
"USA",1950,16,0.03703,37921.35,0.018,1023959.31
"USA",1950,17,0.07172,75004.38,0.055,1045726.37
"USA",1950,18,0.1151,123151.72,0.127,1069922.98
"USA",1950,19,0.15479,169900.88,0.242,1097622.56
"USA",1950,20,0.18146,203585.6,0.397,1121934.19
"USA",1950,21,0.1901,218264.57,0.578,1148137.09
"USA",1950,22,0.20032,233173.9,0.768,1163991.63
"USA",1950,23,0.20139,241956.64,0.969,1201452.48
"USA",1950,24,0.19416,236026.37,1.17,1215647.64
"USA",1950,25,0.19099,234659.23,1.364,1228647.32
"USA",1950,26,0.17433,219781.95,1.555,1260746.42
"USA",1950,27,0.15789,201009.57,1.73,1273091.09
"USA",1950,28,0.1562,193156.28,1.888,1236621.87
"USA",1950,29,0.14072,174896.7,2.044,1242898.84
"USA",1950,30,0.12892,158232.63,2.184,1227382.13
"USA",1950,31,0.10621,126572.08,2.313,1191680.31
"USA",1950,32,0.10302,119960.73,2.42,1164414.49
"USA",1950,33,0.08695,101862.41,2.523,1171473.01
"USA",1950,34,0.07876,92130.18,2.61,1169782.88
"USA",1950,35,0.06938,80671.25,2.688,1162732.51
"USA",1950,36,0.05909,68836.72,2.758,1164857.09
"USA",1950,37,0.04924,56892.04,2.817,1155395.1
"USA",1950,38,0.04311,49109.85,2.866,1139298.81
"USA",1950,39,0.0346,38390.07,2.909,1109420.37
"USA",1950,40,0.02699,29098.53,2.944,1078226.16
"USA",1950,41,0.01695,17914.04,2.971,1056751.75
"USA",1950,42,0.01408,14551.77,2.988,1033204.6
"USA",1950,43,0.00855,8606.47,3.002,1006853.71
"USA",1950,44,0.00484,4750.43,3.01,982257.44
"USA",1950,45,0.00271,2606.08,3.015,962808.59
"USA",1950,46,0.00126,1171.83,3.018,932259.44
"USA",1950,47,0.00056,513.81,3.019,913891.55
"USA",1950,48,0.00029,258.4,3.02,899424.45
"USA",1950,49,0.00018,155.24,3.02,870097.53
"USA",1950,50,8e-05,68.12,3.02,863774.95
"USA",1950,51,4e-05,36.35,3.02,854032.85
"USA",1950,52,2e-05,17.67,3.02,833459.62
"USA",1950,53,1e-05,7.81,3.02,807839.82
"USA",1950,54,0,2.25,3.02,788350.27
"USA",1950,55,0,0,3.02,769725.52
"USA",1951,12,0,3.28,0,1121081.81
"USA",1951,13,0.00027,298.14,0,1102482.11
"USA",1951,14,0.00447,4791.72,0,1070921.86
"USA",1951,15,0.01423,14900.89,0.005,1047443.31
"USA",1951,16,0.03862,40771.17,0.019,1055755.87
"USA",1951,17,0.07681,78646.29,0.058,1023900.24
"USA",1951,18,0.12411,129487.59,0.134,1043292.33
"USA",1951,19,0.16999,180689.39,0.259,1062919.93
"USA",1951,20,0.19518,214572.9,0.429,1099346.23
"USA",1951,21,0.21032,238444.38,0.624,1133734.11
"USA",1951,22,0.21264,242423.96,0.834,1140077.39
"USA",1951,23,0.2145,254699.18,1.047,1187399.29
"USA",1951,24,0.20784,250509.3,1.261,1205320.44
"USA",1951,25,0.20007,241242.3,1.469,1205773.86
"USA",1951,26,0.18767,234562.94,1.669,1249901.78
"USA",1951,27,0.16805,215444.13,1.857,1281988.08
"USA",1951,28,0.16333,200417.06,2.025,1227043.25
"USA",1951,29,0.14589,182213.53,2.188,1248986.01
"USA",1951,30,0.13309,167847.38,2.334,1261144.96
"USA",1951,31,0.11734,143365.05,2.467,1221753.43
"USA",1951,32,0.10473,122946.41,2.584,1173963.4
"USA",1951,33,0.09202,109018.89,2.689,1184677.85
"USA",1951,34,0.08009,94955.16,2.781,1185638.62
"USA",1951,35,0.07135,83408.97,2.861,1169091.09
"USA",1951,36,0.06149,72103.11,2.933,1172633.24
"USA",1951,37,0.05114,59757.8,2.994,1168597.57
"USA",1951,38,0.04389,50825.27,3.045,1158138.99
"USA",1951,39,0.03473,39231.01,3.089,1129636.01
"USA",1951,40,0.02756,30032.12,3.124,1089581
"USA",1951,41,0.01853,19841.83,3.151,1070749.38
"USA",1951,42,0.0137,14438.25,3.17,1053792.32
"USA",1951,43,0.00869,8946.54,3.184,1029061.79
"USA",1951,44,0.00506,5075.12,3.192,1003223.61
"USA",1951,45,0.00263,2593.64,3.197,987058.48
"USA",1951,46,0.00134,1271.79,3.2,952492.3
"USA",1951,47,0.00055,516.73,3.201,932243.9
"USA",1951,48,0.00029,266.37,3.202,919689.97
"USA",1951,49,0.00014,118.17,3.202,873145.54
"USA",1951,50,9e-05,82.25,3.202,866425.05
"USA",1951,51,6e-05,50.9,3.202,865909.12
"USA",1951,52,3e-05,25.28,3.203,845224.11
"USA",1951,53,1e-05,10.78,3.203,812534.51
"USA",1951,54,0,3.03,3.203,792351.04
"USA",1951,55,0,0,3.203,779828.96
"USA",1952,12,0,3.36,0,1145336.12
"USA",1952,13,0.00026,296.43,0,1120061.62
"USA",1952,14,0.00428,4738.33,0,1107378.09
"USA",1952,15,0.01341,14171.18,0.005,1056884.9
"USA",1952,16,0.03811,40232.77,0.018,1055779.51
"USA",1952,17,0.07568,80119.13,0.056,1058647.89
"USA",1952,18,0.12429,127188.2,0.132,1023311.28
"USA",1952,19,0.17066,176866.42,0.256,1036381.14
"USA",1952,20,0.20076,213953.39,0.427,1065740.81
"USA",1952,21,0.21443,238252.85,0.627,1111099.78
"USA",1952,22,0.22457,252095.63,0.842,1122556.95
"USA",1952,23,0.21856,254576.64,1.066,1164771.63
"USA",1952,24,0.2141,254602.68,1.285,1189167.81
"USA",1952,25,0.20646,245938.17,1.499,1191203.78
"USA",1952,26,0.19296,237435.86,1.706,1230517.06
"USA",1952,27,0.17691,225275.12,1.899,1273410.4
"USA",1952,28,0.17018,208955.33,2.075,1227846.53
"USA",1952,29,0.1515,187747.62,2.246,1239221.57
"USA",1952,30,0.13857,175917.28,2.397,1269553.5
"USA",1952,31,0.12058,151437.6,2.536,1255927.79
"USA",1952,32,0.11525,138345.73,2.656,1200444.85
"USA",1952,33,0.094,112594.5,2.772,1197763.62
"USA",1952,34,0.08478,101749.36,2.866,1200198.94
"USA",1952,35,0.07234,85495.66,2.95,1181791.17
"USA",1952,36,0.06274,73953.65,3.023,1178754.63
"USA",1952,37,0.05405,63589.1,3.085,1176524.44
"USA",1952,38,0.04605,53733.14,3.139,1166792.73
"USA",1952,39,0.03662,41952.86,3.185,1145476.13
"USA",1952,40,0.02743,30388.85,3.222,1108043.84
"USA",1952,41,0.01851,20050.31,3.25,1083343.05
"USA",1952,42,0.01488,15887.26,3.268,1067642.06
"USA",1952,43,0.00863,9070.99,3.283,1051137.97
"USA",1952,44,0.00506,5194.3,3.292,1027239.34
"USA",1952,45,0.00271,2733.31,3.297,1009929.82
"USA",1952,46,0.00133,1303.58,3.299,977638.99
"USA",1952,47,0.00055,528.64,3.301,954915.37
"USA",1952,48,0.00029,274.33,3.301,941840.21
"USA",1952,49,0.00019,168.2,3.301,891831.16
"USA",1952,50,1e-04,85.07,3.302,870182.53
"USA",1952,51,5e-05,47.35,3.302,868807.91
"USA",1952,52,3e-05,23.1,3.302,856524.28
"USA",1952,53,1e-05,9.9,3.302,822148.03
"USA",1952,54,0,2.78,3.302,795925.24
"USA",1952,55,0,0,3.302,785149.09
"USA",1953,12,0,3.66,0,1203026.94
"USA",1953,13,0.00028,314.93,0,1142926.42
"USA",1953,14,0.00444,5003.06,0,1126885.59
"USA",1953,15,0.01365,14927.84,0.005,1093443.3
"USA",1953,16,0.03874,41145.65,0.018,1062083.61
"USA",1953,17,0.07805,82651.69,0.057,1059013.01
"USA",1953,18,0.12895,136512.84,0.135,1058616.83
"USA",1953,19,0.17836,181124.17,0.264,1015492.23
"USA",1953,20,0.20799,216207.39,0.442,1039515.62
"USA",1953,21,0.22163,238705.26,0.65,1077023.34
